,AvaTax System Tax Code,AvaTax System Tax Code Description,Additional AvaTax System Tax Code Information,list_tax_code_des,list_tax_code_info,UNSPSC_corresponding_code
509,PC070500,Computer hardware (business-to-business) other accessories,,"['hardwar', 'accessori', 'comput', 'busin']",[],44102906.0
510,PC070600,Computer hardware (business-to-business) printer,,"['hardwar', 'comput', 'busin', 'printer']",[],43211722.0
511,PC070601,Computer hardware (business-to-business) supplies,,"['hardwar', 'comput', 'busin', 'suppli']",[],
512,PC077426,Cabling,,['cabl'],[],43202215.0
513,PC078954,Computer hardware (b2b) - it equipment - servers,,"['hardwar', 'bb', 'comput', 'server', 'equip']",[],43211501.0
514,PC080000,Computer hardware (business-to-customer),,"['hardwar', 'comput', 'busin', 'custom']",[],48111306.0
515,PC080100,"Computer hardware packages (cpu, monitor, mouse, keyboard and speakers)",,"['hardwar', 'monitor', 'cpu', 'keyboard', 'comput', 'mous', 'speaker', 'packag']",[],43211733.0
516,PC080110,"Laptop computers, notebook computers, tablet computers, netbook computers, notepads, mini notebooks, lapdocks, and devices commonly called ultra mobile pcs (umpc) that utilize touch-sensitive screens, and that can operate the same, sold to consumer",,"['oper', 'mobil', 'lapdock', 'util', 'comput', 'commonli', 'devic', 'tablet', 'netbook', 'mini', 'laptop', 'call', 'consum', 'screen', 'notepad', 'sold', 'touch', 'sensit', 'notebook', 'ultra', 'umpc', 'pc']",[],43211513.0
517,PC080200,"Computer hardware packages (cpu, monitor, mouse, keyboard and speakers): cpu ",,"['hardwar', 'monitor', 'cpu', 'keyboard', 'comput', 'mous', 'speaker', 'packag']",[],43211733.0
518,PC080300,"Computer hardware packages (cpu, monitor, mouse, keyboard and speakers):monitor",,"['hardwar', 'monitor', 'cpu', 'speakersmonitor', 'keyboard', 'comput', 'mous', 'packag']",[],43211733.0
519,PC080400,"Computer hardware packages (cpu, monitor, mouse, keyboard and speakers): other accessories",,"['hardwar', 'monitor', 'cpu', 'accessori', 'keyboard', 'comput', 'mous', 'speaker', 'packag']",[],49221534.0
520,PC080500,"Computer hardware packages (cpu, monitor, mouse, keyboard and speakers): peripheral",,"['hardwar', 'monitor', 'cpu', 'keyboard', 'peripher', 'comput', 'mous', 'speaker', 'packag']",[],43211733.0
521,PC080600,"Computer hardware packages (cpu, monitor, mouse, keyboard and speakers): printer",,"['hardwar', 'monitor', 'cpu', 'keyboard', 'comput', 'mous', 'speaker', 'printer', 'packag']",[],43211733.0
522,PC080601,"Computer hardware packages (cpu, monitor, mouse, keyboard and speakers): supplies",,"['hardwar', 'monitor', 'cpu', 'keyboard', 'suppli', 'comput', 'mous', 'speaker', 'packag']",[],43211733.0
523,PC087426,Cabling,,['cabl'],[],43202215.0
524,PC088954,Computer hardware (b2c) - it equipment - servers,,"['hardwar', 'bc', 'comput', 'server', 'equip']",[],43211501.0
525,PC090200,Desktop computer without a display,,"['comput', 'desktop', 'without', 'display']",[],43211507.0
526,PC098212,Durable or disposable cell phones bundled with prepaid minutes (il),,"['prepaid', 'il', 'phone', 'dispos', 'cell', 'minut', 'bundl', 'durabl']",[],
527,PC098213,Durable or disposable prepaid wireless phones sold without minutes,,"['prepaid', 'wirel', 'dispos', 'minut', 'phone', 'durabl', 'sold', 'without']",[],
528,PC100000,Collectible coins,,"['collect', 'coin']",[],49101603.0
529,PC100001,Numismatic - coins - u.s. currency,"Rare or antique coins, once used as legal tender in the united states, whose sales price is based on rarity, demand, condition and mintage.  also includes uncirculated coins and proofs.","['numismat', 'me', 'currenc', 'coin']","['sale', 'also', 'rare', 'legal', 'demand', 'proof', 'mintag', 'unit', 'antiqu', 'tender', 'includ', 'use', 'coin', 'condit', 'rariti', 'state', 'uncircul', 'price', 'base', 'whose']",
530,PC100002,Numismatic - coins - currency from nations other than the u.s.,"Rare or antique coins, once used as legal tender in country (existing past or present) other than the united states, whose sales price is based on rarity, demand, condition and mintage.  also includes uncirculated coins and proofs.","['nation', 'numismat', 'me', 'coin', 'currenc']","['sale', 'exist', 'also', 'rare', 'legal', 'past', 'demand', 'proof', 'mintag', 'unit', 'antiqu', 'tender', 'includ', 'present', 'use', 'coin', 'condit', 'countri', 'rariti', 'state', 'uncircul', 'price', 'base', 'whose']",
531,PC100003,Numismatic - paper - u.s. currency,"Paper currency, once used as legal tender in the united states, whose sales price is based on rarity, demand and condition.","['numismat', 'paper', 'currenc', 'me']","['sale', 'legal', 'rariti', 'state', 'tender', 'base', 'demand', 'use', 'price', 'condit', 'whose', 'paper', 'unit', 'currenc']",45101903.0
532,PC100004,Numismatic - paper - currency from nations other than the u.s.,"Rare or antique paper currency, once used as legal tender in country (existing past or present) other than the united states, whose sales price is based on rarity, demand, condition and mintage.","['nation', 'numismat', 'me', 'paper', 'currenc']","['sale', 'exist', 'rare', 'legal', 'past', 'demand', 'mintag', 'paper', 'unit', 'antiqu', 'tender', 'present', 'use', 'condit', 'countri', 'rariti', 'state', 'price', 'base', 'whose', 'currenc']",45101903.0
533,PC100005,Numismatic – coins – u.s. currency – gold and silver only,"Rare or antique coins made from refined gold or silver, once used as legal tender in the united states, whose sales price is based on rarity, demand, condition and mintage.","['numismat', 'me', 'coin', 'silver', 'gold', 'currenc']","['sale', 'rare', 'legal', 'made', 'demand', 'mintag', 'unit', 'antiqu', 'refin', 'tender', 'coin', 'use', 'condit', 'gold', 'rariti', 'state', 'price', 'base', 'silver', 'whose']",51143208.0
534,PC100006,Numismatic – coins – currency from nations other than the u.s. – gold and silver only,"Rare or antique coins made from gold or silver, once used as legal tender in country (existing past or present) other than the united states, whose sales price is based on rarity, demand, condition and mintage. ","['nation', 'numismat', 'me', 'coin', 'silver', 'gold', 'currenc']","['sale', 'exist', 'rare', 'legal', 'past', 'made', 'demand', 'mintag', 'unit', 'antiqu', 'tender', 'present', 'coin', 'use', 'condit', 'gold', 'countri', 'rariti', 'state', 'price', 'base', 'silver', 'whose']",51143208.0
535,PC100100,Bullion coins - u.s. minted - gold or silver only - meets required minimum fineness,Coins made from refined gold or silver that are minted in the united states.   the coin's value is determined by the fluctuating market price of precious metals.  often purchased as an investment.  these coins are permitted to be held within an ira under 26 uscs § 408(m).,"['bullion', 'finen', 'mint', 'me', 'meet', 'coin', 'minimum', 'requir', 'silver', 'gold']","['usc', 'metal', 'made', 'purchas', 'invest', 'unit', 'fluctuat', 'refin', 'permit', 'within', 'mint', 'determin', 'coin', 'market', 'gold', 'ira', 'valu', 'preciou', 'held', 'often', 'state', 'price', 'silver']",
536,PC100101,Bullion coins - u.s. minted - platinum only - meets required minimum fineness,Coins made from refined platinum minted in the united states.   the coin's value is determined by the fluctuating market price of precious metals.  often purchased as an investment.  these coins are permitted to be held within an ira under 26 uscs § 408(m).,"['bullion', 'finen', 'mint', 'me', 'meet', 'coin', 'minimum', 'requir', 'platinum']","['usc', 'metal', 'made', 'purchas', 'invest', 'unit', 'platinum', 'fluctuat', 'refin', 'permit', 'within', 'mint', 'determin', 'coin', 'market', 'ira', 'valu', 'preciou', 'held', 'often', 'state', 'price']",
537,PC100102,Bullion coins - u.s. minted - other precious metals - meets required minimum fineness,Coins made from refined precious metals that are minted in the united states.   the coin's value is determined by fluctuating market price of precious metals.  often purchased as an investment.  coins of this fineness are permitted to be held within an ira under 26 uscs § 408(m).,"['bullion', 'finen', 'preciou', 'mint', 'metal', 'me', 'meet', 'coin', 'minimum', 'requir']","['finen', 'usc', 'metal', 'made', 'purchas', 'invest', 'unit', 'fluctuat', 'refin', 'permit', 'within', 'mint', 'determin', 'coin', 'market', 'ira', 'valu', 'preciou', 'held', 'often', 'state', 'price']",11191613.0
538,PC100103,Bullion coins – u.s. minted – palladium only – meets required minimum fineness,Coins made from refined palladium minted in the united states.   the coin's value is determined by the fluctuating market price of precious metals.  often purchased as an investment.  these coins are permitted to be held within an ira under 26 uscs § 408(m).,"['bullion', 'finen', 'palladium', 'mint', 'me', 'meet', 'coin', 'minimum', 'requir']","['usc', 'metal', 'made', 'purchas', 'invest', 'unit', 'fluctuat', 'refin', 'palladium', 'permit', 'within', 'mint', 'determin', 'coin', 'market', 'ira', 'valu', 'preciou', 'held', 'often', 'state', 'price']",
539,PC100200,Bullion coins - minted by nations other than the u.s. - gold or silver only - meets required minimum fineness,Coins made from refined gold or silver that minted in a country other than the united states.   the coin's value is determined by the fluctuating market price of precious metals.  often purchased as an investment.  these coins meet or exceed minimum fineness standards.,"['bullion', 'finen', 'nation', 'mint', 'me', 'meet', 'coin', 'minimum', 'requir', 'silver', 'gold']","['finen', 'minimum', 'exceed', 'standard', 'metal', 'meet', 'made', 'purchas', 'invest', 'unit', 'fluctuat', 'refin', 'mint', 'determin', 'coin', 'market', 'gold', 'valu', 'preciou', 'countri', 'often', 'state', 'price', 'silver']",
540,PC100201,Bullion coins - minted by nations other than the u.s.  - platinum only - meets required minimum fineness,Coins made from refined platinum that are minted in a country other than the united states.   the coin's value is determined by the fluctuating market price of precious metals.  often purchased as an investment.  these coins meet or exceed minimum fineness standards.,"['bullion', 'finen', 'nation', 'mint', 'me', 'meet', 'coin', 'minimum', 'requir', 'platinum']","['finen', 'minimum', 'exceed', 'standard', 'metal', 'meet', 'made', 'purchas', 'invest', 'unit', 'platinum', 'fluctuat', 'refin', 'mint', 'determin', 'coin', 'market', 'valu', 'preciou', 'countri', 'often', 'state', 'price']",
541,PC100202,Bullion coins - minted by nations other than the u.s.  - other precious metals - meets required minimum fineness,Coins made from refined precious metals that are minted in a country other than the united states.   the coin's value is determined by the fluctuating market price of precious metals.  often purchased as an investment.  these coins meet or exceed minimum fineness standards.,"['bullion', 'finen', 'preciou', 'nation', 'mint', 'metal', 'me', 'meet', 'coin', 'minimum', 'requir']","['finen', 'minimum', 'exceed', 'standard', 'metal', 'meet', 'made', 'purchas', 'invest', 'unit', 'fluctuat', 'refin', 'mint', 'determin', 'coin', 'market', 'valu', 'preciou', 'countri', 'often', 'state', 'price']",11191613.0
542,PC100203,Bullion coins – minted by nations other than the u.s. – palladium only – meets required minimum fineness,Coins made from refined palladium that are minted in a country other than the united states.   the coin's value is determined by the fluctuating market price of precious metals.  often purchased as an investment.  these coins meet or exceed minimum fineness standards.,"['bullion', 'finen', 'palladium', 'nation', 'mint', 'me', 'meet', 'coin', 'minimum', 'requir']","['finen', 'minimum', 'exceed', 'standard', 'metal', 'meet', 'made', 'purchas', 'invest', 'unit', 'fluctuat', 'refin', 'palladium', 'mint', 'determin', 'coin', 'market', 'valu', 'preciou', 'countri', 'often', 'state', 'price']",
543,PC100220,Bullion coins - minted by nations other than the u.s.  - gold or silver only - fineness 90% or greater but less than minimum fineness standards,Coins made from refined precious metals that are minted in a country other than the united states.   the coin's value is determined by the fluctuating market price of precious metals.  often purchased as an investment.  these coins have fineness of 90% or greater but may not meet minimum fineness standards.,"['bullion', 'le', 'finen', 'greater', 'nation', 'mint', 'me', 'coin', 'minimum', 'silver', 'gold', 'standard']","['finen', 'greater', 'may', 'minimum', 'standard', 'metal', 'meet', 'made', 'purchas', 'invest', 'unit', 'fluctuat', 'refin', 'mint', 'determin', 'coin', 'market', 'valu', 'preciou', 'countri', 'often', 'state', 'price']",51143208.0
544,PC100221,Bullion coins - minted by nations other than the u.s.  - platinum only - fineness 90% or greater but less than minimum fineness standards,Coins made from refined precious metals that are minted in a country other than the united states.   the coin's value is determined by the fluctuating market price of precious metals.  often purchased as an investment.  these coins have fineness of 90% or greater but may not meet minimum fineness standards.,"['bullion', 'le', 'finen', 'greater', 'nation', 'mint', 'me', 'coin', 'minimum', 'platinum', 'standard']","['finen', 'greater', 'may', 'minimum', 'standard', 'metal', 'meet', 'made', 'purchas', 'invest', 'unit', 'fluctuat', 'refin', 'mint', 'determin', 'coin', 'market', 'valu', 'preciou', 'countri', 'often', 'state', 'price']",
545,PC100222,Bullion coins - minted by nations other than the u.s.  - other precious metals - fineness 90% or greater but less than minimum fineness standards,Coins made from refined precious metals that are minted in a country other than the united states.   the coin's value is determined by the fluctuating market price of precious metals.  often purchased as an investment.  these coins have fineness of 90% or greater but may not meet minimum fineness standards.,"['bullion', 'le', 'finen', 'preciou', 'greater', 'nation', 'mint', 'metal', 'me', 'coin', 'minimum', 'standard']","['finen', 'greater', 'may', 'minimum', 'standard', 'metal', 'meet', 'made', 'purchas', 'invest', 'unit', 'fluctuat', 'refin', 'mint', 'determin', 'coin', 'market', 'valu', 'preciou', 'countri', 'often', 'state', 'price']",11191613.0
